RAW
device: cuda
	epoch 1 loss -> train: 3.6265	val: 3.1181
		saving model
	epoch 2 loss -> train: 3.4824	val: 2.9755
		saving model
	epoch 3 loss -> train: 3.3588	val: 2.8499
		saving model
	epoch 4 loss -> train: 3.2410	val: 2.7403
		saving model
	epoch 5 loss -> train: 3.1415	val: 2.6457
		saving model
	epoch 6 loss -> train: 3.0433	val: 2.5639
		saving model
	epoch 7 loss -> train: 2.9673	val: 2.4931
		saving model
	epoch 8 loss -> train: 2.8958	val: 2.4316
		saving model
	epoch 9 loss -> train: 2.8262	val: 2.3774
		saving model
	epoch 10 loss -> train: 2.7671	val: 2.3291
		saving model
	epoch 11 loss -> train: 2.7165	val: 2.2856
		saving model
	epoch 12 loss -> train: 2.6635	val: 2.2462
		saving model
	epoch 13 loss -> train: 2.6187	val: 2.2097
		saving model
	epoch 14 loss -> train: 2.5771	val: 2.1757
		saving model
	epoch 15 loss -> train: 2.5445	val: 2.1436
		saving model
	epoch 16 loss -> train: 2.5005	val: 2.1133
		saving model
	epoch 17 loss -> train: 2.4656	val: 2.0843
		saving model
	epoch 18 loss -> train: 2.4358	val: 2.0566
		saving model
	epoch 19 loss -> train: 2.4000	val: 2.0300
		saving model
	epoch 20 loss -> train: 2.3751	val: 2.0044
		saving model
	epoch 21 loss -> train: 2.3500	val: 1.9797
		saving model
	epoch 22 loss -> train: 2.3166	val: 1.9558
		saving model
	epoch 23 loss -> train: 2.2899	val: 1.9328
		saving model
	epoch 24 loss -> train: 2.2599	val: 1.9103
		saving model
	epoch 25 loss -> train: 2.2390	val: 1.8885
		saving model
	epoch 26 loss -> train: 2.2153	val: 1.8671
		saving model
	epoch 27 loss -> train: 2.1913	val: 1.8462
		saving model
	epoch 28 loss -> train: 2.1758	val: 1.8258
		saving model
	epoch 29 loss -> train: 2.1488	val: 1.8057
		saving model
	epoch 30 loss -> train: 2.1247	val: 1.7860
		saving model
	epoch 31 loss -> train: 2.1056	val: 1.7665
		saving model
	epoch 32 loss -> train: 2.0857	val: 1.7474
		saving model
	epoch 33 loss -> train: 2.0628	val: 1.7286
		saving model
	epoch 34 loss -> train: 2.0483	val: 1.7100
		saving model
	epoch 35 loss -> train: 2.0248	val: 1.6915
		saving model
	epoch 36 loss -> train: 2.0100	val: 1.6733
		saving model
	epoch 37 loss -> train: 1.9864	val: 1.6552
		saving model
	epoch 38 loss -> train: 1.9736	val: 1.6374
		saving model
	epoch 39 loss -> train: 1.9544	val: 1.6197
		saving model
	epoch 40 loss -> train: 1.9331	val: 1.6022
		saving model
	epoch 41 loss -> train: 1.9169	val: 1.5849
		saving model
	epoch 42 loss -> train: 1.8901	val: 1.5678
		saving model
	epoch 43 loss -> train: 1.8801	val: 1.5509
		saving model
	epoch 44 loss -> train: 1.8644	val: 1.5341
		saving model
	epoch 45 loss -> train: 1.8447	val: 1.5175
		saving model
	epoch 46 loss -> train: 1.8265	val: 1.5011
		saving model
	epoch 47 loss -> train: 1.8169	val: 1.4849
		saving model
	epoch 48 loss -> train: 1.8006	val: 1.4689
		saving model
	epoch 49 loss -> train: 1.7927	val: 1.4532
		saving model
	epoch 50 loss -> train: 1.7636	val: 1.4376
		saving model
	epoch 51 loss -> train: 1.7511	val: 1.4222
		saving model
	epoch 52 loss -> train: 1.7362	val: 1.4070
		saving model
	epoch 53 loss -> train: 1.7222	val: 1.3921
		saving model
	epoch 54 loss -> train: 1.7037	val: 1.3776
		saving model
	epoch 55 loss -> train: 1.6923	val: 1.3632
		saving model
	epoch 56 loss -> train: 1.6805	val: 1.3491
		saving model
	epoch 57 loss -> train: 1.6654	val: 1.3352
		saving model
	epoch 58 loss -> train: 1.6521	val: 1.3217
		saving model
	epoch 59 loss -> train: 1.6421	val: 1.3085
		saving model
	epoch 60 loss -> train: 1.6285	val: 1.2955
		saving model
	epoch 61 loss -> train: 1.6096	val: 1.2827
		saving model
	epoch 62 loss -> train: 1.5991	val: 1.2702
		saving model
	epoch 63 loss -> train: 1.5922	val: 1.2579
		saving model
	epoch 64 loss -> train: 1.5733	val: 1.2458
		saving model
	epoch 65 loss -> train: 1.5653	val: 1.2340
		saving model
	epoch 66 loss -> train: 1.5479	val: 1.2224
		saving model
	epoch 67 loss -> train: 1.5370	val: 1.2110
		saving model
	epoch 68 loss -> train: 1.5237	val: 1.1998
		saving model
	epoch 69 loss -> train: 1.5151	val: 1.1888
		saving model
	epoch 70 loss -> train: 1.4993	val: 1.1780
		saving model
	epoch 71 loss -> train: 1.4894	val: 1.1674
		saving model
	epoch 72 loss -> train: 1.4795	val: 1.1570
		saving model
	epoch 73 loss -> train: 1.4704	val: 1.1470
		saving model
	epoch 74 loss -> train: 1.4604	val: 1.1372
		saving model
	epoch 75 loss -> train: 1.4534	val: 1.1276
		saving model
	epoch 76 loss -> train: 1.4431	val: 1.1183
		saving model
	epoch 77 loss -> train: 1.4302	val: 1.1092
		saving model
	epoch 78 loss -> train: 1.4260	val: 1.1003
		saving model
	epoch 79 loss -> train: 1.4111	val: 1.0916
		saving model
	epoch 80 loss -> train: 1.4089	val: 1.0830
		saving model
	epoch 81 loss -> train: 1.3869	val: 1.0745
		saving model
	epoch 82 loss -> train: 1.3819	val: 1.0662
		saving model
	epoch 83 loss -> train: 1.3720	val: 1.0581
		saving model
	epoch 84 loss -> train: 1.3603	val: 1.0501
		saving model
	epoch 85 loss -> train: 1.3609	val: 1.0423
		saving model
	epoch 86 loss -> train: 1.3475	val: 1.0347
		saving model
	epoch 87 loss -> train: 1.3395	val: 1.0273
		saving model
	epoch 88 loss -> train: 1.3346	val: 1.0200
		saving model
	epoch 89 loss -> train: 1.3240	val: 1.0129
		saving model
	epoch 90 loss -> train: 1.3133	val: 1.0059
		saving model
	epoch 91 loss -> train: 1.3064	val: 0.9991
		saving model
	epoch 92 loss -> train: 1.3003	val: 0.9923
		saving model
	epoch 93 loss -> train: 1.2924	val: 0.9856
		saving model
	epoch 94 loss -> train: 1.2872	val: 0.9790
		saving model
	epoch 95 loss -> train: 1.2780	val: 0.9725
		saving model
	epoch 96 loss -> train: 1.2738	val: 0.9662
		saving model
	epoch 97 loss -> train: 1.2626	val: 0.9601
		saving model
	epoch 98 loss -> train: 1.2601	val: 0.9540
		saving model
	epoch 99 loss -> train: 1.2555	val: 0.9481
		saving model
	epoch 100 loss -> train: 1.2449	val: 0.9424
		saving model

*** TEST RESULTS ***
test loss:  0.93813447265625

blurred and equalised
device: cuda
	epoch 1 loss -> train: 4.3092	val: 3.6483
		saving model
	epoch 2 loss -> train: 4.1428	val: 3.4691
		saving model
	epoch 3 loss -> train: 3.9906	val: 3.3168
		saving model
	epoch 4 loss -> train: 3.8569	val: 3.1881
		saving model
	epoch 5 loss -> train: 3.7413	val: 3.0793
		saving model
	epoch 6 loss -> train: 3.6486	val: 2.9865
		saving model
	epoch 7 loss -> train: 3.5436	val: 2.9061
		saving model
	epoch 8 loss -> train: 3.4646	val: 2.8349
		saving model
	epoch 9 loss -> train: 3.3892	val: 2.7705
		saving model
	epoch 10 loss -> train: 3.3133	val: 2.7114
		saving model
	epoch 11 loss -> train: 3.2459	val: 2.6562
		saving model
	epoch 12 loss -> train: 3.1888	val: 2.6046
		saving model
	epoch 13 loss -> train: 3.1152	val: 2.5558
		saving model
	epoch 14 loss -> train: 3.0652	val: 2.5094
		saving model
	epoch 15 loss -> train: 3.0206	val: 2.4655
		saving model
	epoch 16 loss -> train: 2.9531	val: 2.4238
		saving model
	epoch 17 loss -> train: 2.9044	val: 2.3843
		saving model
	epoch 18 loss -> train: 2.8627	val: 2.3467
		saving model
